epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,140.525,0.5605,0.52383,0.98751,0.89701,0.7931,0.82232,0.72686,0.43988,0.5571,0.67484,0.0005744,0.0005744,0.0005744
74,143.308,0.54444,0.53394,1.00585,0.89428,0.7931,0.82387,0.75099,0.4077,0.50419,0.65596,0.0005546,0.0005546,0.0005546
75,146.17,0.55346,0.54392,1.00225,0.91461,0.7931,0.82471,0.76113,0.39666,0.4713,0.65086,0.0005348,0.0005348,0.0005348
76,149.036,0.527,0.52605,0.95802,0.94997,0.7931,0.82868,0.75928,0.42403,0.42088,0.66126,0.000515,0.000515,0.000515
77,151.765,0.51979,0.52679,0.98086,0.95365,0.7931,0.82877,0.73814,0.44907,0.41548,0.67174,0.0004952,0.0004952,0.0004952
78,154.507,0.55741,0.55051,1.00048,1,0.78316,0.82443,0.74104,0.46431,0.38593,0.67842,0.0004754,0.0004754,0.0004754
79,157.478,0.57921,0.56328,0.99074,1,0.78413,0.82363,0.7414,0.44774,0.37972,0.67063,0.0004556,0.0004556,0.0004556
80,160.28,0.53878,0.51918,0.96123,1,0.78948,0.82137,0.73924,0.42994,0.40542,0.6642,0.0004358,0.0004358,0.0004358
81,163.201,0.54245,0.53602,1.01118,1,0.78991,0.81984,0.75344,0.42563,0.40518,0.66304,0.000416,0.000416,0.000416
82,166.108,0.5532,0.57028,0.99494,1,0.79002,0.81995,0.74874,0.4077,0.404,0.65395,0.0003962,0.0003962,0.0003962
83,168.967,0.57114,0.54546,0.99659,1,0.78971,0.82036,0.75312,0.41361,0.40006,0.65235,0.0003764,0.0003764,0.0003764
84,172.107,0.51957,0.52567,1.00256,1,0.79008,0.82123,0.74914,0.38392,0.37149,0.62634,0.0003566,0.0003566,0.0003566
85,175.025,0.55212,0.54095,1.03554,1,0.79125,0.82432,0.74926,0.37418,0.37241,0.61843,0.0003368,0.0003368,0.0003368
86,178.142,0.56353,0.54296,1.00538,0.99363,0.7931,0.82639,0.76253,0.39165,0.36425,0.62593,0.000317,0.000317,0.000317
87,180.782,0.508,0.54675,0.9891,0.99039,0.7931,0.82942,0.76068,0.40319,0.35622,0.63331,0.0002972,0.0002972,0.0002972
88,183.437,0.53992,0.53129,0.9851,0.96337,0.7931,0.83152,0.76214,0.39663,0.35809,0.62912,0.0002774,0.0002774,0.0002774
89,186.09,0.51423,0.50925,0.98055,0.95641,0.7931,0.83326,0.76303,0.39404,0.36076,0.62887,0.0002576,0.0002576,0.0002576
90,188.769,0.51505,0.49346,0.95909,0.9539,0.7931,0.82942,0.76719,0.40144,0.35955,0.6342,0.0002378,0.0002378,0.0002378
91,204.332,0.40004,0.61789,0.98673,0.95297,0.7931,0.83335,0.75965,0.41218,0.3679,0.64096,0.000218,0.000218,0.000218
92,206.998,0.37907,0.5379,0.92383,0.9906,0.82759,0.84831,0.75921,0.42999,0.38182,0.65486,0.0001982,0.0001982,0.0001982
93,209.419,0.41383,0.55297,0.99487,0.98908,0.82759,0.84881,0.75956,0.42678,0.3919,0.65388,0.0001784,0.0001784,0.0001784
94,211.957,0.3729,0.46476,0.94631,0.98452,0.82759,0.8499,0.75993,0.44495,0.38569,0.66411,0.0001586,0.0001586,0.0001586
95,214.446,0.39686,0.44784,0.97945,0.98046,0.82759,0.84931,0.75992,0.44467,0.37665,0.66368,0.0001388,0.0001388,0.0001388
96,217.018,0.39807,0.46691,0.99416,0.99027,0.82759,0.84989,0.75452,0.43767,0.37651,0.65871,0.000119,0.000119,0.000119
97,219.533,0.37282,0.42927,0.92211,0.99321,0.82759,0.84989,0.75755,0.43115,0.37045,0.65423,9.92e-05,9.92e-05,9.92e-05
98,222.202,0.42429,0.46894,0.97571,0.99613,0.82759,0.84771,0.75449,0.42373,0.36524,0.65027,7.94e-05,7.94e-05,7.94e-05
99,224.835,0.43484,0.46144,1.00772,0.99755,0.82759,0.84723,0.76522,0.41896,0.36468,0.64773,5.96e-05,5.96e-05,5.96e-05
100,227.529,0.43647,0.45938,1.00726,1,0.82669,0.84367,0.75286,0.42262,0.37084,0.65044,3.98e-05,3.98e-05,3.98e-05
