epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,148.997,0.84701,0.83066,1.13597,0.97282,0.70833,0.82298,0.62267,0.66845,0.51949,0.96072,0.0003764,0.0003764,0.0003764
84,150.775,0.82523,1.05426,1.09393,0.93077,0.73611,0.82793,0.61617,0.68972,0.52194,0.96238,0.0003566,0.0003566,0.0003566
85,152.563,0.73734,0.6661,1.07416,0.8876,0.76389,0.83091,0.62348,0.67836,0.50855,0.94576,0.0003368,0.0003368,0.0003368
86,154.325,0.77669,0.62515,1.11744,0.87083,0.77778,0.8326,0.63235,0.68164,0.50729,0.94611,0.000317,0.000317,0.000317
87,156.093,0.683,0.57501,1.07425,0.89391,0.72222,0.81215,0.62264,0.68469,0.55558,0.94636,0.0002972,0.0002972,0.0002972
88,157.924,0.81424,0.6886,1.10791,0.92503,0.68555,0.78925,0.59811,0.71408,0.61901,0.95916,0.0002774,0.0002774,0.0002774
89,159.718,0.72324,0.64956,1.075,0.9422,0.67924,0.76461,0.59271,0.71203,0.62983,0.96267,0.0002576,0.0002576,0.0002576
90,161.517,0.7066,0.58832,1.08629,0.96856,0.65278,0.77781,0.61193,0.67556,0.58309,0.95102,0.0002378,0.0002378,0.0002378
91,184.981,0.70545,0.74345,1.13047,0.94529,0.70833,0.81185,0.62893,0.6727,0.51295,0.95485,0.000218,0.000218,0.000218
92,186.755,0.69794,0.69217,1.10406,0.87421,0.77225,0.8237,0.62329,0.706,0.50785,0.97483,0.0001982,0.0001982,0.0001982
93,188.507,0.58539,0.51837,1.07011,0.87605,0.78534,0.82589,0.62058,0.71406,0.51157,0.98035,0.0001784,0.0001784,0.0001784
94,190.24,0.55834,0.48912,1.02077,0.90287,0.79167,0.83242,0.62435,0.68315,0.49394,0.96737,0.0001586,0.0001586,0.0001586
95,191.982,0.59038,0.49075,1.05853,0.94847,0.76389,0.83904,0.64195,0.65679,0.46509,0.94943,0.0001388,0.0001388,0.0001388
96,193.737,0.78799,0.72454,1.14967,0.95765,0.77778,0.83974,0.62978,0.65023,0.46241,0.94557,0.000119,0.000119,0.000119
97,195.48,0.61591,0.5045,1.07255,0.96067,0.76389,0.83892,0.63046,0.64712,0.46394,0.94419,9.92e-05,9.92e-05,9.92e-05
98,197.272,0.63444,0.5734,1.07029,0.97583,0.76389,0.83642,0.63694,0.65161,0.46048,0.94255,7.94e-05,7.94e-05,7.94e-05
99,199.037,0.57537,0.4584,1.05136,0.97092,0.76389,0.8356,0.63674,0.65758,0.46686,0.94785,5.96e-05,5.96e-05,5.96e-05
100,200.785,0.59905,0.47802,1.04777,0.96775,0.76389,0.83368,0.63123,0.66403,0.46855,0.95111,3.98e-05,3.98e-05,3.98e-05
